CASE_ID,ACCIDENT_YEAR,PROC_DATE,JURIS,COLLISION_DATE,COLLISION_TIME,OFFICER_ID,REPORTING_DISTRICT,DAY_OF_WEEK,CHP_SHIFT,POPULATION,CNTY_CITY_LOC,SPECIAL_COND,BEAT_TYPE,CHP_BEAT_TYPE,CITY_DIVISION_LAPD,CHP_BEAT_CLASS,BEAT_NUMBER,PRIMARY_RD,SECONDARY_RD,DISTANCE,DIRECTION,INTERSECTION,WEATHER_1,WEATHER_2,STATE_HWY_IND,CALTRANS_COUNTY,CALTRANS_DISTRICT,STATE_ROUTE,ROUTE_SUFFIX,POSTMILE_PREFIX,POSTMILE,LOCATION_TYPE,RAMP_INTERSECTION,SIDE_OF_HWY,TOW_AWAY,COLLISION_SEVERITY,NUMBER_KILLED,NUMBER_INJURED,PARTY_COUNT,PRIMARY_COLL_FACTOR,PCF_CODE_OF_VIOL,PCF_VIOL_CATEGORY,PCF_VIOLATION,PCF_VIOL_SUBSECTION,HIT_AND_RUN,TYPE_OF_COLLISION,MVIW,PED_ACTION,ROAD_SURFACE,ROAD_COND_1,ROAD_COND_2,LIGHTING,CONTROL_DEVICE,CHP_ROAD_TYPE,PEDESTRIAN_ACCIDENT,BICYCLE_ACCIDENT,MOTORCYCLE_ACCIDENT,TRUCK_ACCIDENT,NOT_PRIVATE_PROPERTY,ALCOHOL_INVOLVED,STWD_VEHTYPE_AT_FAULT,CHP_VEHTYPE_AT_FAULT,COUNT_SEVERE_INJ,COUNT_VISIBLE_INJ,COUNT_COMPLAINT_PAIN,COUNT_PED_KILLED,COUNT_PED_INJURED,COUNT_BICYCLIST_KILLED,COUNT_BICYCLIST_INJURED,COUNT_MC_KILLED,COUNT_MC_INJURED,PRIMARY_RAMP,SECONDARY_RAMP,LATITUDE,LONGITUDE,COUNTY,CITY,POINT_X,POINT_Y
9608638,2023,2023-08-22,1913,2023-06-22,1552,4346,29,4,5,4,1913,0,0,0,,0,002,"8TH ST","HARVARD AV",124.00,E,N,A,-,N,,,,,,,,,,N,4,0,1,2,A,-,17,22517,,N,H,G,A,A,H,-,A,D,0,,Y,,,Y,,A,01,0,0,1,0,0,0,1,0,0,"- ","- ",,,"LOS ANGELES",CLAREMONT,-117.71626281738281,34.101608276367188
82104790,2023,2023-06-30,1965,2023-05-28,1715,3951,,7,5,5,1965,0,0,0,,0,,"PICO BLVD","4TH ST",0.00,,Y,A,-,N,,,,,,,,,,N,3,0,1,2,A,-,09,21804,A,N,H,G,A,A,H,-,A,A,0,,Y,,,Y,,L,04,0,1,0,0,0,0,1,0,0,"- ","- ",,,"LOS ANGELES","SANTA MONICA",-118.48728179931641,34.009639739990234
9560695,2023,2023-03-22,1928,2023-02-08,1915,50416,530,3,5,5,1928,0,0,0,,0,501,"IMPERIAL HWY","GREVILLEA AV",78.00,E,N,A,-,N,,,,,,,,,,N,3,0,1,2,A,-,08,22107,,N,H,G,A,A,H,-,C,D,0,,Y,,,Y,Y,L,04,0,1,0,0,0,0,1,0,0,"- ","- ",33.930938720703125,-118.35478210449219,"LOS ANGELES",HAWTHORNE,-118.35459136962891,33.930938720703125
9568172,2023,2023-05-08,1900,2023-04-08,1040,525042,1015,6,5,3,1995,0,0,0,,0,101T4,"RT 1","SWEETWATER CANYON",2640.00,E,N,A,-,Y,LA,7,1,-,-,45.870,H,-,N,N,3,0,1,2,A,-,09,21801,A,N,D,G,A,A,H,-,A,D,0,,Y,,,Y,,A,01,0,1,0,0,0,0,1,0,0,"- ","- ",34.039501190185547,-118.66768646240234,"LOS ANGELES",MALIBU,-118.66557312011719,34.039703369140625
9583757,2023,2023-08-02,1942,2023-06-06,2000,41072,0513,2,5,7,1942,0,0,0,E,0,25T35,"PACIFIC COAST HWY","VERMONT AV",5.00,E,N,A,-,Y,LA,7,1,-,-,12.171,I,5,N,N,2,0,1,2,A,-,12,21453,A,N,D,G,A,A,H,-,C,A,0,,Y,,,Y,,-,99,1,0,0,0,0,0,1,0,0,"- ","- ",,,"LOS ANGELES","LOS ANGELES",-118.29167938232422,33.791061401367188
9584310,2023,2023-05-22,1942,2023-05-05,2345,38281,171,5,5,7,1942,0,0,0,Q,0,1Q63,"FRANCISCO ST","OLYMPIC BL",0.00,,Y,A,-,N,,,,,,,,,,Y,4,0,2,3,A,-,03,22350,,F,D,C,A,A,H,-,C,A,0,,Y,,,Y,Y,-,99,0,0,2,0,0,0,1,0,0,"- ","- ",,,"LOS ANGELES","LOS ANGELES",-118.26576232910156,34.045444488525391
9587285,2023,2023-06-05,1941,2023-04-11,2150,5572,EAST,2,5,7,1941,0,0,0,,0,017,"HARCO ST","MARBER AV",0.00,,Y,A,-,N,,,,,,,,,,N,3,0,1,2,D,-,00,,,N,D,G,A,A,H,-,C,A,0,,Y,,,Y,Y,-,"- ",0,1,0,0,0,0,1,0,0,"- ","- ",38.827678680419922,-118.12447357177734,"LOS ANGELES","LONG BEACH",-118.12448120117188,33.827617645263672
82239904,2023,2023-11-20,1912,2023-10-18,1620,16068,,3,5,6,1912,0,0,0,,0,,"NAOMI STREET","VICTORY BOULEVARD",9.00,S,N,A,-,N,,,,,,,,,,N,3,0,1,2,A,-,03,22350,,N,H,G,A,A,H,-,A,D,0,,Y,,,Y,,A,01,0,1,0,0,0,0,1,0,0,"- ","- ",34.184478759765625,-118.34058380126953,"LOS ANGELES",BURBANK,-118.34053039550781,34.184597015380859
92074107,2023,2023-05-22,9530,2023-05-06,1330,023188,,6,1,9,1900,0,3,5,,2,001,"COMPTON AVE.","73RD STREET",40.00,N,N,A,-,N,,,,,,,,,,N,3,0,1,2,C,-,18,,,N,E,J,A,A,D,-,A,D,0,,Y,,,Y,,-,"- ",0,1,0,0,0,0,1,0,0,"- ","- ",33.974128723144531,-118.24777221679688,"LOS ANGELES",UNINCORPORATED,-118.24767303466797,33.974018096923828
92260005,2023,2023-12-12,9565,2023-09-27,0730,017060,,3,1,9,1900,0,3,5,,2,004,"OCEANGATE AVE.","EL SEGUNDO BLVD.",100.00,S,N,A,-,N,,,,,,,,,,N,4,0,1,2,A,-,08,22107,,N,B,G,A,A,H,-,A,D,0,,Y,,,Y,,L,04,0,0,1,0,0,0,1,0,0,"- ","- ",33.915920257568359,-118.36714935302734,"LOS ANGELES",UNINCORPORATED,-118.36711120605469,33.916126251220703
9567467,2023,2023-05-19,1900,2023-04-28,0755,629447,0560,5,5,3,1968,0,0,0,,0,55T1D,"ROSEMEAD BL","KLINGERMAN ST",295.00,S,N,A,-,N,,,,,,,,,,N,3,0,1,2,D,-,00,,,N,B,G,A,A,H,-,A,D,0,,Y,,,Y,,-,"- ",0,1,0,0,0,0,1,0,0,"- ","- ",34.1314697265625,-118.03581237792969,"LOS ANGELES","SOUTH EL MONTE",-118.06422424316406,34.054599761962891
9589983,2023,2023-06-27,1942,2023-05-06,0900,42665,1494,6,5,7,1942,0,0,0,N,0,27TL23,"IMPERIAL HWY","PERSHING DR",336.00,E,N,A,-,N,,,,,,,,,,N,3,0,1,2,A,-,01,23152,A,N,H,G,A,A,H,-,A,D,0,,Y,,,Y,Y,A,01,0,1,0,0,0,0,1,0,0,"- ","- ",,,"LOS ANGELES","LOS ANGELES",-118.42820739746094,33.931118011474609
9662763,2023,2024-02-10,1941,2023-11-10,1310,11553,EAST,5,5,7,1941,0,0,0,,0,009,"EAST 2ND ST","REDONDO AV",0.00,,Y,A,-,N,,,,,,,,,,N,2,0,1,2,D,-,00,,,N,H,G,A,A,H,-,A,A,0,,Y,,,Y,,-,"- ",1,0,0,0,0,0,1,0,0,"- ","- ",33.76348876953125,-118.15242767333984,"LOS ANGELES","LONG BEACH",-118.15239715576172,33.763481140136719
82134798,2023,2023-08-03,1969,2023-07-23,2257,10216,PATRO,7,5,5,1969,0,0,0,,0,005,"IMPERIAL HWY","GARFIELD AV",65.00,E,N,A,-,Y,,,,,,,,,,Y,4,0,1,3,A,-,01,23152,A,F,C,G,A,A,H,-,C,A,0,,Y,,,Y,Y,A,01,0,0,1,0,0,0,1,0,0,"- ","- ",33.929821014404297,-118.16822814941406,"LOS ANGELES","SOUTH GATE",-118.16791534423828,33.929882049560547
82238509,2023,2023-11-17,1922,2023-10-24,1844,707,1922,2,5,6,1922,0,0,0,,0,001,"TYLER AVE","AMADOR ST",348.00,S,N,A,-,N,,,,,,,,,,N,4,0,1,3,A,-,17,22517,,N,B,G,A,A,H,-,A,D,0,,Y,,,Y,,A,01,0,0,1,0,0,0,1,0,0,"- ","- ",34.070529937744141,-118.03597259521484,"LOS ANGELES","EL MONTE",-118.03600311279297,34.069496154785156
94388358,2023,2024-09-10,9545,2023-08-14,2245,021360,,1,3,6,1992,0,3,5,,1,006,"AVENUE L","42ND ST WEST",27.00,E,N,B,-,N,,,,,,,,,,N,1,1,0,2,A,-,08,22100,B,N,D,G,A,A,H,-,C,A,0,,Y,,,Y,,L,04,0,0,0,0,0,1,0,0,0,"- ","- ",34.660160064697266,-118.20555877685547,"LOS ANGELES",LANCASTER,-118.20564270019531,34.66021728515625
9601042,2023,2023-08-28,1902,2023-07-25,1041,837,29,2,5,5,1902,0,0,0,,0,005,"EL MONTE AV","LONGDEN AV",13.00,N,N,A,-,N,,,,,,,,,,N,4,0,1,2,A,-,09,21802,A,N,H,G,A,A,H,-,A,A,0,,Y,,,Y,,A,01,0,0,1,0,0,0,1,0,0,"- ","- ",,,"LOS ANGELES",ARCADIA,-118.03838348388672,34.1141357421875
9603407,2023,2023-08-14,1929,2023-07-06,1813,207,1929,4,5,3,1929,0,0,0,,0,,"VALLEY DR","GOULD AV",495.00,S,N,A,-,N,,,,,,,,,,,3,0,1,2,A,-,00,21080,A,N,D,-,A,A,H,-,A,A,0,,Y,,,Y,,A,01,0,1,0,0,0,0,1,0,0,"- ","- ",33.874530792236328,-118.40007781982422,"LOS ANGELES","HERMOSA BEACH",-118.39973449707031,33.873592376708984
9630561,2023,2023-11-01,1976,2023-09-25,1500,592,1976,1,5,5,1976,0,0,0,,0,004,"SANTA GERTRUDES AV","LAMBERT RD",141.00,N,N,A,-,N,,,,,,,,,,Y,3,0,1,2,A,-,08,22107,,N,H,-,A,A,H,-,A,A,0,,Y,,,Y,,L,04,0,1,0,0,0,0,1,0,0,"- ","- ",,,"LOS ANGELES",WHITTIER,-117.99311828613281,33.933677673339844
9639960,2023,2024-01-06,1942,2023-11-04,2310,41495,1249,6,5,7,1942,0,0,0,L,0,1249,"63RD ST",BONSALLO,8.00,N,N,A,-,N,,,,,,,,,,N,3,0,1,2,A,-,03,22350,,F,C,G,A,A,H,-,C,D,0,,Y,,,Y,,-,99,0,1,0,0,0,0,1,0,0,"- ","- ",,,"LOS ANGELES","LOS ANGELES",-118.28598022460938,33.981880187988281
9641518,2023,2023-12-08,1900,2023-10-16,1350,499039,1510,1,5,5,1954,0,0,0,,0,151T1,"ROSEMEAD BL","BEVERLY RD",259.00,S,N,A,-,N,,,,,,,,,,N,4,0,1,2,A,-,11,21950,B,N,B,-,A,A,H,-,A,D,0,,Y,,,Y,,L,04,0,0,1,0,0,0,1,0,0,"- ","- ",,,"LOS ANGELES","PICO RIVERA",-118.08197784423828,34.007228851318359
9658366,2023,2024-02-13,1900,2023-12-05,1635,658305,2116,2,5,5,1943,0,0,0,,0,212T3,"LONG BEACH BL","AGNES AV",0.00,,Y,A,-,N,,,,,,,,,,N,2,0,1,2,A,-,09,21802,A,N,D,C,A,A,G,-,B,A,0,,Y,,,Y,,A,01,1,0,0,0,0,0,1,0,0,"- ","- ",33.919078826904297,-118.20953369140625,"LOS ANGELES",LYNWOOD,-118.20955657958984,33.919120788574219
9714944,2023,2024-07-19,1941,2023-05-18,1020,5945,SOUTH,4,5,7,1941,0,0,0,,0,008,"E BROADWAY","ALAMITOS AV",52.00,W,N,B,-,N,,,,,,,,,,N,3,0,1,2,A,-,17,21657,,N,D,G,A,A,H,-,A,A,0,,Y,,,Y,,L,04,0,1,0,0,0,0,1,0,0,"- ","- ",33.769001007080078,-118.18254852294922,"LOS ANGELES","LONG BEACH",-118.18224334716797,33.769195556640625
9617777,2023,2023-09-25,1942,2023-08-12,2020,39151,0315,6,5,7,1942,0,0,0,C,0,25T35,"CIMARRON ST","25TH ST",0.00,,Y,A,-,N,,,,,,,,,,N,4,0,1,2,A,-,03,22350,,N,D,G,A,A,H,-,C,D,0,,Y,,,Y,,A,01,0,0,1,0,0,0,1,0,0,"- ","- ",,,"LOS ANGELES","LOS ANGELES",-118.31549072265625,34.033840179443359
9622835,2023,2023-11-30,1900,2023-10-23,1508,656370,1137,1,5,6,1992,0,0,0,,0,111T2,"CHALLENGER WY","AVENUE J-8",15.00,S,N,A,-,N,,,,,,,,,,N,3,0,1,2,A,-,12,21453,A,M,D,G,A,A,H,-,A,A,0,,Y,,,Y,,A,01,0,1,0,0,0,0,1,0,0,"- ","- ",34.682159423828125,-118.11254119873047,"LOS ANGELES",LANCASTER,-118.11252593994141,34.682140350341797
9627169,2023,2023-10-02,1942,2023-08-03,0210,39151,0525,4,5,7,1942,0,0,0,E,0,25T35,"HARRY BRIDGES BL","ISLAND AV",227.00,W,N,A,-,N,,,,,,,,,,N,2,0,1,2,A,-,03,22350,,F,C,G,A,A,H,-,E,D,0,,Y,,,Y,,-,99,1,0,0,0,0,0,1,0,0,"- ","- ",,,"LOS ANGELES","LOS ANGELES",-118.26644897460938,33.771026611328125
9630194,2023,2024-02-16,1942,2023-09-27,1605,40008,0285,3,5,7,1942,0,0,0,B,0,24TL25,"S UNION AV","W PICO BL",0.00,,Y,A,-,N,,,,,,,,,,N,3,0,1,2,A,-,08,22107,,F,D,G,A,A,H,-,A,A,0,,Y,,,Y,,A,01,0,1,0,0,0,0,1,0,0,"- ","- ",,,"LOS ANGELES","LOS ANGELES",-118.27695465087891,34.044651031494141
9637827,2023,2023-12-19,1942,2023-10-10,0900,38598,0359,2,5,7,1942,0,0,0,C,0,25T21,"JEFFERSON BL","FLOWER ST",3.00,W,N,B,-,N,,,,,,,,,,N,3,0,1,2,A,-,08,22101,D,N,D,-,A,A,H,-,A,A,0,,Y,,,Y,,L,04,0,1,0,0,0,0,1,0,0,"- ","- ",,,"LOS ANGELES","LOS ANGELES",-118.27873992919922,34.021385192871094
9649842,2023,2024-01-10,1941,2023-02-02,1430,10542,SOUTH,4,5,7,1941,0,0,0,,0,006,"W 7TH ST","PACIFIC AV",0.00,,Y,A,-,N,,,,,,,,,,N,3,0,1,2,A,-,03,22350,,F,G,G,A,A,H,-,A,A,0,,Y,,,Y,,-,99,0,1,0,0,0,0,1,0,0,"- ","- ",33.775341033935547,-118.19371795654297,"LOS ANGELES","LONG BEACH",-118.1937255859375,33.775360107421875
92193440,2023,2023-10-09,9525,2023-08-27,0930,023085,,7,1,9,1900,0,3,5,,2,005,"MOUNT BALDY RD.","SHINN ROAD",10032.00,N,N,A,-,N,,,,,,,,,,N,1,1,0,1,A,-,03,22350,,N,F,A,A,A,H,-,A,D,0,,Y,,,Y,,L,04,0,0,0,0,0,1,0,0,0,"- ","- ",34.202278137207031,-117.67649078369141,"LOS ANGELES",UNINCORPORATED,-117.67611694335938,34.201309204101562
92247772,2023,2023-11-29,9565,2023-11-18,0035,022987,,6,3,9,1900,0,2,4,,2,022,"CENTURY BOULEVARD","NORMANDIE AVENUE",0.00,,Y,A,-,N,,,,,,,,,,N,4,0,1,2,A,-,03,22350,,N,H,G,A,A,H,-,C,A,0,,Y,,,Y,,L,04,0,0,1,0,0,0,1,0,0,"- ","- ",33.945419311523438,-118.30020141601562,"LOS ANGELES",UNINCORPORATED,-118.30027770996094,33.945487976074219
9563382,2023,2023-04-13,1900,2023-02-11,1540,629508,1121,6,5,6,1992,0,0,0,,0,112T2,"10TH ST W","AV I",233.00,N,N,A,-,N,,,,,,,,,,N,3,0,1,2,A,-,05,21650,1,N,D,G,A,A,H,-,A,D,0,,Y,,,Y,,L,04,0,1,0,0,0,0,1,0,0,"- ","- ",,,"LOS ANGELES",LANCASTER,-118.14814758300781,34.70458984375
9567562,2023,2023-06-08,1946,2023-03-02,1551,P46,1946,4,5,4,1946,0,0,0,,0,003,PECK,DUARTE,0.00,,Y,A,-,N,,,,,,,,,,N,4,0,1,2,A,-,10,21950,A,N,H,G,A,A,H,-,A,A,0,,Y,,,Y,,A,01,0,0,1,0,0,0,1,0,0,"- ","- ",,,"LOS ANGELES",MONROVIA,-118.00380706787109,34.132221221923828
9589437,2023,2023-06-14,1942,2023-05-23,0615,41158,1018,2,5,7,1942,0,0,0,J,0,26TL25,"WOODLEY AV","SATICOY ST",0.00,,Y,A,-,N,,,,,,,,,,N,4,0,1,2,A,-,12,21453,A,F,D,G,A,A,H,-,A,A,0,,Y,,,Y,,-,99,0,0,1,0,0,0,1,0,0,"- ","- ",,,"LOS ANGELES","LOS ANGELES",-118.48368072509766,34.208450317382812
9604604,2023,2023-11-29,1976,2023-10-06,0834,595,,5,5,5,1976,0,0,0,,0,002,"HADLEY ST","GREGORY AV",0.00,,Y,A,-,N,,,,,,,,,,N,3,0,1,2,A,-,09,21802,,N,H,G,A,A,H,-,A,A,0,,Y,,,Y,,L,04,0,1,0,0,0,0,1,0,0,"- ","- ",,,"LOS ANGELES",WHITTIER,-118.04698944091797,33.982738494873047
9609485,2023,2023-09-08,1942,2023-08-16,1715,41436,LOSAN,3,5,7,1942,0,0,0,,0,LOSANG,"6TH ST",CENTRAL,0.00,,Y,A,-,N,,,,,,,,,,N,2,0,1,2,A,-,17,21657,,N,A,G,A,A,H,-,A,A,0,,Y,,,Y,,L,04,1,0,0,0,0,0,1,0,0,"- ","- ",,,"LOS ANGELES","LOS ANGELES",-118.24000549316406,34.039024353027344
9629431,2023,2023-10-24,1942,2023-09-27,1630,42910,1118,3,5,7,1942,0,0,0,K,0,11A37,"ASH ST","N AVENUE 56",0.00,,Y,A,-,N,,,,,,,,,,N,2,0,1,2,A,-,12,22450,A,N,H,G,A,A,H,-,A,D,0,,Y,,,Y,,L,04,1,0,0,0,0,0,1,0,0,"- ","- ",,,"LOS ANGELES","LOS ANGELES",-118.19637298583984,34.111988067626953
9629799,2023,2023-10-28,1941,2023-09-18,1355,11012,SOUTH,1,5,7,1941,0,0,0,,0,006,"W ANAHEIM ST","LA BREA",0.00,,Y,A,-,N,,,,,,,,,,N,4,0,1,2,A,-,12,21453,A,F,D,G,A,A,H,-,A,A,0,,Y,,,Y,,A,01,0,0,1,0,0,0,1,0,0,"- ","- ",33.782600402832031,-118.19937896728516,"LOS ANGELES","LONG BEACH",-118.20751953125,33.782669067382812
81997740,2023,2023-02-20,1955,2023-02-04,1624,40624,10,6,5,6,1955,0,0,0,,0,003,"PALOMARES ST","PEARL ST",0.00,,Y,A,-,N,,,,,,,,,,N,3,0,1,2,A,-,09,21802,A,F,D,G,A,A,H,-,A,A,0,,Y,,,Y,,A,01,0,1,0,0,0,0,1,0,0,"- ","- ",34.064510345458984,-117.7459716796875,"LOS ANGELES",POMONA,-117.74602508544922,34.064495086669922
82074827,2023,2023-05-23,1969,2023-04-15,0805,10245,PATRO,6,5,5,1969,0,0,0,,0,003,"SAN CARLOS AV","FILESTONE BLVD",0.00,,Y,A,-,N,,,,,,,,,,N,4,0,1,2,A,-,05,21650,,N,B,G,A,A,H,-,A,D,0,,Y,,,Y,Y,L,04,0,0,1,0,0,0,1,0,0,"- ","- ",33.9539794921875,-118.20369720458984,"LOS ANGELES","SOUTH GATE",-118.20374298095703,33.953929901123047
9563840,2023,2023-06-02,1910,2023-03-13,1257,03438,,1,5,4,1910,0,0,0,,0,004,"N CRESCENT DR","ELEVADO AV",0.00,,Y,A,-,N,,,,,,,,,,N,4,0,1,2,A,-,12,22450,A,N,A,C,A,A,H,-,A,A,0,,Y,,,Y,,A,01,0,0,1,0,0,0,1,0,0,"- ","- ",,,"LOS ANGELES","BEVERLY HILLS",-118.40664672851562,34.079158782958984
9592088,2023,2023-07-24,1907,2023-04-06,0725,249,1,4,5,4,1907,0,0,0,,0,,"FLORENCE AV","SAN LUIS AV",87.00,E,N,A,-,N,,,,,,,,,,N,4,0,1,2,A,-,09,21804,,N,H,G,A,A,H,-,A,A,0,,Y,,,Y,,A,01,0,0,1,0,0,0,1,0,0,"- ","- ",33.971000671386719,-118.19757080078125,"LOS ANGELES",BELL,-118.19760894775391,33.971324920654297
9599391,2023,2023-08-01,1942,2023-06-24,1420,40700,0329,6,5,7,1942,0,0,0,C,0,31MQ4,"FIGUEROA ST","30TH ST",0.00,,Y,A,-,N,,,,,,,,,,N,3,0,1,2,A,-,05,21650,1,F,D,G,A,A,H,-,A,A,0,,Y,,,Y,,-,99,0,1,0,0,0,0,1,0,0,"- ","- ",,,"LOS ANGELES","LOS ANGELES",-118.27799987792969,34.025058746337891
9599642,2023,2023-07-27,1942,2023-07-06,0625,43477,1258,4,5,7,1942,0,0,0,L,0,25T21,"MAIN ST","79TH ST",150.00,N,N,A,-,N,,,,,,,,,,N,3,0,1,2,A,-,00,21760,C,F,B,G,A,A,H,-,A,D,0,,Y,,,Y,,-,99,0,1,0,0,0,0,1,0,0,"- ","- ",,,"LOS ANGELES","LOS ANGELES",-118.27391052246094,33.968299865722656
9619184,2023,2023-12-20,1942,2023-02-28,0815,41116,0667,2,5,7,1942,0,0,0,F,0,27T25,"BRONSON AV","SANTA MONICA BL",8.00,N,N,A,-,N,,,,,,,,,,N,3,0,1,2,A,-,09,21804,A,N,H,G,A,B,H,-,A,A,0,,Y,,,Y,,L,04,0,1,0,0,0,0,1,0,0,"- ","- ",,,"LOS ANGELES","LOS ANGELES",-118.31794738769531,34.090770721435547
82200881,2023,2023-10-17,1973,2023-08-30,0659,660,1973,3,5,1,1973,0,0,0,,0,001,"E VERNON AVE","S ALAMEDA ST (EAST)",55.00,E,N,A,-,N,,,,,,,,,,N,4,0,1,2,A,-,08,22107,,N,B,G,A,A,H,-,A,A,0,,Y,,,Y,,L,04,0,0,1,0,0,0,1,0,0,"- ","- ",34.003929138183594,-118.23889923095703,"LOS ANGELES",VERNON,-118.23899841308594,34.003929138183594
92075076,2023,2023-05-23,9530,2023-05-09,0745,021004,,2,1,9,1900,0,3,5,,2,002,"COMPTON BLVD (800 BLOCK)","STANFORD AVE",900.00,W,N,A,-,N,,,,,,,,,,N,4,0,1,2,A,-,09,21804,A,F,D,G,A,A,H,-,A,D,0,,Y,,,Y,,-,99,0,0,1,0,0,0,1,0,0,"- ","- ",33.895401000976562,-118.26217651367188,"LOS ANGELES",UNINCORPORATED,-118.26335906982422,33.895252227783203
9549597,2023,2023-03-17,1900,2023-03-05,1436,631573,1618,7,5,5,1977,0,0,0,,0,167A1,"CARSON ST","RAVENNA AV",0.00,,Y,B,-,N,,,,,,,,,,N,4,0,1,2,A,-,09,21802,A,N,H,G,A,A,H,-,A,D,0,,Y,,,Y,,D,22,0,0,1,0,0,0,1,0,0,"- ","- ",33.831550598144531,-118.26907348632812,"LOS ANGELES",CARSON,-118.26908111572266,33.831592559814453
9627589,2023,2023-10-06,1900,2023-09-24,1145,519514,2611,7,5,6,1950,0,0,0,,0,264T1,"5TH ST EAST","AVENUE R",60.00,S,N,A,-,N,,,,,,,,,,N,3,0,1,2,D,-,00,,,N,C,G,A,A,H,-,A,D,0,,Y,,,Y,,-,"- ",0,1,0,0,0,0,1,0,0,"- ","- ",34.572299957275391,-118.12059783935547,"LOS ANGELES",PALMDALE,-118.12051391601562,34.572406768798828
9679276,2023,2024-03-14,1942,2023-05-29,1305,41671,1434,1,5,7,1942,0,0,0,N,0,27T44,"VENICE BL","COLONIAL AV",65.00,W,N,B,-,N,,,,,,,,,,N,2,0,1,2,A,-,03,22350,,N,H,G,A,A,H,-,A,A,0,,Y,,,Y,,L,04,1,0,0,0,0,0,1,0,0,"- ","- ",,,"LOS ANGELES","LOS ANGELES",-118.43473052978516,34.003189086914062
9702251,2023,2024-07-17,1941,2023-09-14,1705,10050,EAST,4,5,7,1941,0,0,0,,0,014,"LAKEWOOD BL","OUTER TRAFFIC CIR",0.00,,Y,A,-,N,,,,,,,,,,N,3,0,1,2,D,-,00,,,N,D,G,A,A,H,-,A,A,0,,Y,,,Y,,-,"- ",0,1,0,0,0,0,1,0,0,"- ","- ",,,"LOS ANGELES","LONG BEACH",-118.14273071289062,33.791526794433594
82232791,2023,2023-11-13,1923,2023-09-23,0907,531,204,6,5,3,1923,0,0,0,,0,3L2D,"IMPERIAL HWY","PACIFIC COAST HIGHWAY",0.00,,Y,A,-,N,,,,,,,,,,N,3,0,1,2,A,-,11,21456,A,N,D,G,A,A,H,-,A,A,0,,Y,,,Y,,L,04,0,1,0,0,0,0,1,0,0,"- ","- ",33.930931091308594,-118.39608001708984,"LOS ANGELES","EL SEGUNDO",-118.396240234375,33.930873870849609
9558807,2023,2023-03-29,1942,2023-01-07,1230,44707,0638,6,5,7,1942,0,0,0,F,0,6A15,"HOLLYWOOD BL","RT 101",0.00,,Y,A,-,Y,LA,7,101,-,-,6.584,R,4,N,N,3,0,1,2,A,-,08,22100,A,F,H,G,A,A,H,-,A,D,0,,Y,,,Y,,-,99,0,1,0,0,0,0,1,0,0,"- ",NO,,,"LOS ANGELES","LOS ANGELES",-118.31716918945312,34.102531433105469
9582460,2023,2023-07-05,1941,2023-05-10,1412,10125,NORTH,3,5,7,1941,0,0,0,,0,023,"ATLANTIC AV","RT 91",0.00,,Y,A,-,Y,LA,7,91,-,R,12.024,R,4,W,N,2,0,1,2,A,-,12,21453,A,F,D,G,A,A,H,-,A,A,0,,Y,,Y,Y,,L,04,1,0,0,0,0,0,1,0,0,"- ","- ",33.876960754394531,-118.18607330322266,"LOS ANGELES","LONG BEACH",-118.18747711181641,33.876895904541016
9591511,2023,2023-07-05,1900,2023-01-04,1000,606099,0972,3,5,4,1979,0,0,0,,0,92T3,"ROBERTSON BL","BEVERLY BL",0.00,,Y,C,-,N,,,,,,,,,,N,4,0,1,2,-,-,"- ",,,N,A,G,A,B,H,-,A,A,0,,Y,,,Y,,-,"- ",0,0,1,0,0,0,1,0,0,"- ","- ",34.077079772949219,-118.38372039794922,"LOS ANGELES","WEST HOLLYWOOD",-118.38372039794922,34.077205657958984
9594601,2023,2023-06-30,1941,2023-04-27,1440,5761,00,4,5,7,1941,0,0,0,,0,007,"E ANAHEIM ST","LEMON AV",0.00,,Y,A,-,N,,,,,,,,,,N,2,0,1,2,A,-,03,22350,,F,H,G,A,A,H,-,A,A,0,,Y,,,Y,Y,A,01,1,0,0,0,0,0,1,0,0,"- ","- ",33.782611846923828,-118.17903137207031,"LOS ANGELES","LONG BEACH",-118.17903900146484,33.782608032226562
9748100,2023,2024-11-01,1941,2023-12-22,1100,10537,SOUTH,5,5,7,1941,0,0,0,,0,007,"ALAMO CT","ANAHEIM ST",0.00,,Y,A,-,N,,,,,,,,,,N,3,0,1,2,A,-,09,21802,A,F,D,G,A,A,H,-,A,D,0,,Y,,,Y,,D,22,0,1,0,0,0,0,1,0,0,"- ","- ",33.782421112060547,-118.18892669677734,"LOS ANGELES","LONG BEACH",-118.18865966796875,33.782615661621094
82153969,2023,2023-08-25,1965,2023-07-24,1850,3553,0B2C,1,5,5,1965,0,0,0,,0,B002,"PICO BLVD","21ST ST (W)",30.00,E,N,A,-,N,,,,,,,,,,N,3,0,1,2,A,-,05,21650,1,N,H,G,A,A,H,-,A,A,0,,Y,,,Y,,L,04,0,1,0,0,0,0,1,0,0,"- ","- ",,,"LOS ANGELES","SANTA MONICA",-118.46843719482422,34.020015716552734
